"Country","Weather Station","longitude","latitude","elevation","hn_year_start","hn_year_end","hs_year_start","hs_year_end"
"FR_METEOFRANCE","Bozel","6.64267","45.43617","865",1985,2019,1985,2019
"FR_METEOFRANCE","Briancon","6.63433","44.90500","1324",1968,2004,1968,2004
"FR_METEOFRANCE","Cannes","6.95033","43.55383","2",NULL,NULL,1960,2009
"FR_METEOFRANCE","Cap_ferrat","7.32367","43.68333","138",2003,2009,1963,2010
"FR_METEOFRANCE","Carpentras","5.05300","44.08350","99",1984,2013,1963,2017
"FR_METEOFRANCE","Ceillac","6.77233","44.66933","1665",1992,2019,1992,2019
"FR_METEOFRANCE","Ceillac_nivo","6.77233","44.66933","1665",1994,2019,1979,2019
"FR_METEOFRANCE","Cervieres","6.72017","44.85967","1637",1992,2019,1992,2019
"FR_METEOFRANCE","Chalet_reynard","5.31850","44.15067","1455",2001,2001,2001,2009
"FR_METEOFRANCE","Chambery_aix","5.87350","45.63817","235",1990,2016,1974,2019
"FR_METEOFRANCE","Chamonix","6.87317","45.92433","1042",1959,2019,1959,2019
"FR_METEOFRANCE","Chamonix_obs","6.85967","45.91733","1025",1992,2019,1983,2019
"FR_METEOFRANCE","Champcella","6.56867","44.72367","1100",1992,2005,1992,2004
"FR_METEOFRANCE","Chamrousse_arselle","5.87233","45.09250","1650",1974,2018,1971,2018
"FR_METEOFRANCE","Chamrousse_niverolles","5.89067","45.11900","2022",2000,2019,2000,2019
"FR_METEOFRANCE","Chapelle_en_valgaudemar","6.19050","44.80600","1270",1968,2019,1968,2019
"FR_METEOFRANCE","Chapelle_en_ver","5.42000","44.95683","879",1996,1999,1996,1999
"FR_METEOFRANCE","Chateau_ville_vieille","6.79200","44.75517","1355",1992,2019,1992,2019
"FR_METEOFRANCE","Chatel","6.82000","46.25417","1135",1983,2019,1983,2019
"FR_METEOFRANCE","Chatel_nivo_74063405","6.79167","46.22183","1700",2003,2019,2003,2019
"FR_METEOFRANCE","Chatillon_en_di","5.47567","44.68933","570",1993,1999,1993,1999
"FR_METEOFRANCE","Chedde","6.72467","45.92067","610",NULL,NULL,1996,1998
"FR_METEOFRANCE","Clusaz_la_","6.42300","45.88567","1180",1988,2019,1988,2019
"FR_METEOFRANCE","Col_agnel_nivose","6.97467","44.68733","2630",NULL,NULL,2004,2019
"FR_METEOFRANCE","Col_de_l_arzelier","5.58983","44.98717","1156",1994,2004,1989,2004
"FR_METEOFRANCE","Col_de_porte","5.76867","45.30000","1325",1960,2019,1960,2020
"FR_METEOFRANCE","Col_des_saisies_73132003","6.53450","45.75317","1614",NULL,NULL,1994,2019
"FR_METEOFRANCE","Col_du_barioz","6.04167","45.32150","1424",2013,2017,2013,2017
"FR_METEOFRANCE","Col_du_rousset","5.40400","44.83650","1260",2001,2017,2001,2017
"FR_METEOFRANCE","Combloux","6.62267","45.88900","1183",1992,2017,1992,2017
"FR_METEOFRANCE","Contamines_mj","6.72400","45.82000","1180",1959,2019,1959,2019
"FR_METEOFRANCE","Corps","5.94100","44.81850","935",1980,2016,1980,2016
"FR_METEOFRANCE","Courchevel","6.62600","45.40800","1780",1994,2019,1970,2019
"FR_METEOFRANCE","Digne_les_bains","6.18533","44.06867","554",2004,2015,2006,2015
"FR_METEOFRANCE","Eau_d_olle","6.06867","45.11867","1920",NULL,NULL,1985,1985
"FR_METEOFRANCE","Embrun","6.50133","44.55933","871",1968,1996,1959,2017
"FR_METEOFRANCE","Estenc","6.75183","44.23683","1850",1996,2019,1996,2019
"FR_METEOFRANCE","Flaine","6.69167","46.00217","1620",1974,2019,1973,2019
"FR_METEOFRANCE","Font_d_urle","5.33400","44.90433","1425",2002,2017,2002,2017
"FR_METEOFRANCE","Freissinieres","6.50200","44.74233","1320",1992,2002,1992,2001
"FR_METEOFRANCE","Frejus","6.73617","43.42083","7",NULL,NULL,1960,2013
"FR_METEOFRANCE","Galibier_nivose","6.37300","45.05417","2559",NULL,NULL,2015,2019
"FR_METEOFRANCE","Gap_bayard","6.08400","44.61950","1240",2009,2019,2009,2019
"FR_METEOFRANCE","Gets_les_","6.66883","46.15517","1172",1959,2019,1959,2019
"FR_METEOFRANCE","Glandage_sapc","5.60933","44.67133","1000",1992,2019,1992,2019
"FR_METEOFRANCE","Grand_bornand","6.44017","45.96883","1300",1992,2019,1992,2019
"FR_METEOFRANCE","Grande_chartreuse","5.78900","45.35867","945",1959,2019,1959,2019
"FR_METEOFRANCE","Grande_parei_nivose","6.64167","45.60883","2240",NULL,NULL,2011,2019
"FR_METEOFRANCE","Grenoble_st_geoirs","5.30800","45.35833","384",2004,2014,1968,2019
"FR_METEOFRANCE","Greolieres","6.96667","43.83333","1380",1990,1995,1990,1995
"FR_METEOFRANCE","Gresse","5.55883","44.89300","1220",1959,2019,1962,2019
"FR_METEOFRANCE","Gresse_en_vercors","5.54167","44.88917","1254",1994,2019,1989,2019
"FR_METEOFRANCE","Hauteluce","6.63667","45.77000","1215",1959,2016,1959,2019
"FR_METEOFRANCE","Houches_les_","6.80050","45.88900","1005",1994,2013,1994,2013
"FR_METEOFRANCE","Isola","7.14267","44.18700","1912",2014,2019,2014,2019
"FR_METEOFRANCE","Isola_2000","7.14267","44.18700","1912",1972,2019,1972,2019
"FR_METEOFRANCE","Jarrier","6.30517","45.27433","1200",2009,2019,2009,2019
"FR_METEOFRANCE","Jausiers","6.75700","44.40300","1510",1985,2007,1992,2007
"FR_METEOFRANCE","L_alpe_d_huez_2350","6.10000","45.10000","2350",1994,2019,1990,2019
"FR_METEOFRANCE","L_alpe_d_huez_2700","6.10000","45.10000","2700",NULL,NULL,1989,1990
"FR_METEOFRANCE","L_alpe_d_huez_sata_","6.07033","45.09200","1860",1978,2019,1978,2019
"FR_METEOFRANCE","L_alpe_d_huez_sata_1860","6.05000","45.07467","1850",1974,1976,1970,1983
"FR_METEOFRANCE","L_alpe_du_grand_serre","5.85750","45.01917","1382",1995,2019,1986,2019
"FR_METEOFRANCE","La_berarde","6.28850","44.92633","1738",2001,2019,2001,2019
"FR_METEOFRANCE","La_clusaz","6.44067","45.88950","1597",2016,2019,2016,2019
"FR_METEOFRANCE","La_flegere","6.88683","45.95750","1850",2004,2019,2004,2019
"FR_METEOFRANCE","La_foux_d_allos","6.55700","44.28717","1900",1979,2019,1971,2019
"FR_METEOFRANCE","La_giettaz","6.52133","45.87400","1210",2009,2019,2009,2019
"FR_METEOFRANCE","La_lechere","6.50700","45.55400","1340",1985,2007,1985,2007
"FR_METEOFRANCE","La_meije_nivose","6.26867","45.00600","3100",NULL,NULL,2004,2019
"FR_METEOFRANCE","La_mure_argens","6.51883","43.97283","920",2006,2019,2006,2019
"FR_METEOFRANCE","La_mure_radome","5.78500","44.93433","885",NULL,NULL,2019,2019
"FR_METEOFRANCE","La_norma","6.69267","45.18650","1960",1998,2019,1998,2019
"FR_METEOFRANCE","La_plagne","6.66967","45.50300","1970",1992,2019,1970,2019
"FR_METEOFRANCE","La_rosiere","6.84233","45.62450","1867",1994,2019,1983,2019
"FR_METEOFRANCE","La_salette_38469001","5.97367","44.85600","1770",1969,1990,1969,1990
"FR_METEOFRANCE","La_salette_38469400","5.97467","44.85000","1770",NULL,NULL,1983,1990
"FR_METEOFRANCE","Lambruisse","6.44067","44.03900","1123",1960,2019,1960,2019
"FR_METEOFRANCE","Lans_en_vercors","5.60550","45.10683","1400",1994,2019,1986,2019
"FR_METEOFRANCE","Lanslebourg_mt","6.94017","45.22083","2000",1985,2014,1985,2014
"FR_METEOFRANCE","Lauzet_le_","6.42267","44.43833","1070",1992,1993,1992,1993
"FR_METEOFRANCE","Lavaldens","5.88333","44.98767","1070",1959,2019,1964,2019
"FR_METEOFRANCE","Le_biot","6.61933","46.27350","690",1990,2019,1991,2019
"FR_METEOFRANCE","Le_chevril_nivose","6.95600","45.50000","2560",NULL,NULL,2004,2019
"FR_METEOFRANCE","Le_collet_d_allevard_38006400","6.12100","45.38700","1642",2002,2019,1985,2019
"FR_METEOFRANCE","Le_collet_d_allevard_38006402","6.10000","45.37467","1650",NULL,NULL,1971,1971
"FR_METEOFRANCE","Le_corbier","6.26667","45.23933","1585",1994,2019,1987,2019
"FR_METEOFRANCE","Le_dramont","6.85167","43.40867","124",2004,2019,1967,2019
"FR_METEOFRANCE","Le_grand_bornand_74136005","6.46983","45.97067","1430",NULL,NULL,2015,2019
"FR_METEOFRANCE","Le_grand_bornand_74136400","6.45250","45.96983","1270",1994,2019,1985,2019
"FR_METEOFRANCE","Le_gua_nivose","5.58650","45.00900","1646",NULL,NULL,2004,2019
"FR_METEOFRANCE","Le_luc","6.38500","43.37650","80",2005,2019,1960,2019
"FR_METEOFRANCE","Le_molard","7.00967","45.43850","2310",1994,2017,1988,2017
"FR_METEOFRANCE","Le_monetier","6.50067","44.94317","2185",1995,2019,1983,2019
"FR_METEOFRANCE","Le_monetier_les_bains","6.50850","44.96950","1459",1968,2017,1961,2017
"FR_METEOFRANCE","Le_plenay","6.68917","46.16767","1515",NULL,NULL,1996,2019
"FR_METEOFRANCE","Le_rivier_d_allemond","6.02467","45.11867","1270",NULL,NULL,1991,1992
"FR_METEOFRANCE","Le_tour","6.94250","46.00233","1500",1991,2015,1991,2019
"FR_METEOFRANCE","Le_tour_balme","6.96917","46.01917","2196",2005,2019,2005,2019
"FR_METEOFRANCE","Le_tour_nivo","6.94167","46.00133","1478",1994,2019,1985,2019
"FR_METEOFRANCE","Les_2_alpes_gn_","6.12033","45.00433","1630",1974,2011,1974,2011
"FR_METEOFRANCE","Les_2_alpes_jandri","6.20283","44.99150","3200",2002,2019,2002,2019
"FR_METEOFRANCE","Les_2_alpes_pied_mouttet_","6.10400","45.00550","2084",1995,2015,1984,2016
"FR_METEOFRANCE","Les_2_alpes_toura_ne_","6.16983","44.99133","2550",1980,2019,1971,2019
"FR_METEOFRANCE","Les_aillons_margeriaz_","6.05800","45.64033","1400",1996,2019,1984,2019
"FR_METEOFRANCE","Les_arcs","6.82267","45.57067","2040",1994,2019,1981,2019
"FR_METEOFRANCE","Les_carroz_kedeusaz","6.65933","46.02333","1760",1995,2019,1992,2019
"FR_METEOFRANCE","Les_carroz_village","6.63967","46.02150","1152",2001,2019,2001,2018
"FR_METEOFRANCE","Les_contamines_montjoie","6.69317","45.78850","1780",2013,2019,2013,2019
"FR_METEOFRANCE","Les_deserts","6.00300","45.62167","1030",1960,2000,1960,2000
"FR_METEOFRANCE","Les_ecrins_nivose","6.34100","44.93550","2970",NULL,NULL,1983,2019
"FR_METEOFRANCE","Les_gets","6.65550","46.15950","1530",1995,2019,1988,2019
"FR_METEOFRANCE","Les_karellis","6.40233","45.22333","1603",1992,2019,1975,2019
"FR_METEOFRANCE","Les_menuires","6.53833","45.32067","1800",1994,2019,1971,2019
"FR_METEOFRANCE","Les_orres","6.55133","44.50067","1446",1968,2019,1968,2019
"FR_METEOFRANCE","Les_orres_fontaines","6.55767","44.47567","1895",2002,2019,2002,2019
"FR_METEOFRANCE","Les_portes_en_valgaudemar","6.19050","44.80600","1270",2000,2019,2000,2019
"FR_METEOFRANCE","Les_rochilles_nivose","6.46817","45.08433","2443",NULL,NULL,2004,2019
"FR_METEOFRANCE","Les_saisies","6.52400","45.75500","1636",1994,2019,1993,2019
"FR_METEOFRANCE","Lognan","6.93900","45.96767","1970",1995,2019,1995,2019
"FR_METEOFRANCE","Luceram_obs","7.36667","43.93333","1420",1990,1997,1990,1999
"FR_METEOFRANCE","Lus_l_croix_hte","5.70650","44.67033","1059",1992,1999,1959,2019
"FR_METEOFRANCE","Maljasset","6.83933","44.58917","1908",1980,2019,1980,2019
"FR_METEOFRANCE","Meailles_sapc","6.62433","44.02533","1090",2008,2019,2008,2019
"FR_METEOFRANCE","Megeve","6.60483","45.85317","1080",1959,2019,1959,2019
"FR_METEOFRANCE","Megeve_auxi","6.60483","45.85333","1080",1994,2018,1984,2018
"FR_METEOFRANCE","Meribel_mottaret","6.58333","45.36967","1700",1992,2019,1983,2019
"FR_METEOFRANCE","Meythet","6.08967","45.92350","455",NULL,NULL,1996,2019
"FR_METEOFRANCE","Millefonts_nivose","7.18850","44.11767","2430",NULL,NULL,2007,2019
"FR_METEOFRANCE","Modane","6.67117","45.18950","1228",1998,2012,1998,2013
"FR_METEOFRANCE","Mont_arbois","6.66800","45.85317","1833",NULL,NULL,1996,1998
"FR_METEOFRANCE","Mont_cenis","6.89283","45.26833","2032",NULL,NULL,1996,1999
"FR_METEOFRANCE","Montelimar","4.72650","44.57533","73",1993,2017,1960,2019
"FR_METEOFRANCE","Montgenevre","6.71950","44.92500","1848",1992,2015,1992,2015
"FR_METEOFRANCE","Montgenevre_le_chalvet","6.71833","44.93617","2134",2004,2019,2004,2019
"FR_METEOFRANCE","Montmin","6.25900","45.80233","1050",1959,2009,1959,2009
"FR_METEOFRANCE","Montsapey","6.33550","45.52017","960",1959,2017,1959,2017
"FR_METEOFRANCE","Morzine_74191001","6.70500","46.17367","960",1988,1996,1988,1996
"FR_METEOFRANCE","Morzine_74191400","6.70600","46.17467","960",1994,1996,1983,1996
"FR_METEOFRANCE","Motte_molines","6.12033","44.74217","1250",1992,2019,1992,2019
"FR_METEOFRANCE","Nevache","6.62000","45.01783","1603",1992,2008,1992,2008
"FR_METEOFRANCE","Nevache_buffere","6.56917","45.00767","2060",2005,2018,2005,2018
"FR_METEOFRANCE","Nice","7.20533","43.64267","2",2006,2019,1962,2019
"FR_METEOFRANCE","Olmet","6.06967","45.12350","1350",2003,2019,2003,2019
"FR_METEOFRANCE","Orange","4.85667","44.14000","57",1965,2019,1960,2015
"FR_METEOFRANCE","Orcieres_nivose","6.33350","44.71800","2294",NULL,NULL,2006,2019
"FR_METEOFRANCE","Orelle","6.56933","45.24200","2356",1998,2019,1998,2019
"FR_METEOFRANCE","Ornon","5.98633","45.05100","950",2015,2019,2015,2019
"FR_METEOFRANCE","Parpaillon_nivose","6.63517","44.49050","2545",NULL,NULL,2010,2019
"FR_METEOFRANCE","Passy","6.72567","45.95100","1300",1993,1994,1993,1994
"FR_METEOFRANCE","Peira_cava","7.35800","43.92417","1443",NULL,NULL,1991,2019
"FR_METEOFRANCE","Peisey_nancroix","6.75383","45.53967","1350",1959,2019,1959,2019
"FR_METEOFRANCE","Pelvoux","6.48567","44.86917","1270",1992,2019,1992,2019
"FR_METEOFRANCE","Pelvoux_st_antoine","6.48567","44.86917","1270",1994,2019,1994,2019
"FR_METEOFRANCE","Peone","6.92517","44.09317","1784",NULL,NULL,2009,2019
"FR_METEOFRANCE","Peone_valberg","6.93333","44.10000","1659",1990,1996,1990,1996
"FR_METEOFRANCE","Plan_aiguille_tmb","6.88483","45.90067","2310",2015,2019,2015,2019
"FR_METEOFRANCE","Plan_de_l_aiguille","6.88733","45.90000","2403",NULL,NULL,1984,1996
"FR_METEOFRANCE","Pra_loup","6.58417","44.35600","2100",1996,2019,1996,2019
"FR_METEOFRANCE","Pralognan","6.71867","45.37567","1416",1994,2019,1970,2019
"FR_METEOFRANCE","Pralognan_la_vanoise","6.71667","45.38500","1420",1959,2019,1959,2019
"FR_METEOFRANCE","Prapoutel_38002404","5.97467","45.25000","1840",1995,1996,1995,1996
"FR_METEOFRANCE","Prapoutel_38002405","5.97467","45.25000","1570",1996,2004,1996,2004
"FR_METEOFRANCE","Prapoutel_38002406","5.99067","45.25367","1355",2004,2019,2004,2019
"FR_METEOFRANCE","Prapoutel_pipay","5.97467","45.25000","1345",1974,1981,1972,1994
"FR_METEOFRANCE","Puy_st_vincent","6.49000","44.82383","1380",1992,2019,1992,2019
"FR_METEOFRANCE","Puy_st_vincent_1600","6.48483","44.81750","1680",1994,2019,1979,2019
"FR_METEOFRANCE","Reallon_iscle","6.33633","44.60500","1429",1968,1998,1968,1998
"FR_METEOFRANCE","Reallon_nivo","6.35167","44.57500","1717",2009,2019,2009,2019
"FR_METEOFRANCE","Restefond_nivose","6.80000","44.33733","2550",NULL,NULL,2004,2019
"FR_METEOFRANCE","Risoul","6.63983","44.61667","2050",2012,2019,2012,2019
"FR_METEOFRANCE","Ristolas","6.98400","44.75933","1670",NULL,NULL,2009,2019
"FR_METEOFRANCE","Samoens","6.72283","46.08417","749",1959,2019,1959,2019
"FR_METEOFRANCE","Serre_chevalier","6.56950","44.92133","1905",1976,2019,1976,2019
"FR_METEOFRANCE","Servoz","6.76700","45.92533","815",1992,2019,1992,2019
"FR_METEOFRANCE","Seyne","6.35867","44.35083","1210",1960,2018,1959,2018
"FR_METEOFRANCE","Seythenex","6.27250","45.70783","1159",2002,2019,2002,2019
"FR_METEOFRANCE","St_alban_des_vi","6.24033","45.30300","1100",1985,1992,1985,1992
"FR_METEOFRANCE","St_andre","6.50700","43.96767","890",1985,1994,1986,1994
"FR_METEOFRANCE","St_andre_alpes","6.50700","43.95500","882",2002,2005,2001,2001
"FR_METEOFRANCE","St_auban_4049001","5.98717","44.05733","458",1974,2013,1960,2019
"FR_METEOFRANCE","St_auban_6116002","6.72283","43.84150","1048",1990,1999,1985,1999
"FR_METEOFRANCE","St_baudille","5.79083","44.79100","1040",1980,2019,1980,2019
"FR_METEOFRANCE","St_bonnet_champsaur","6.07033","44.68383","1005",1992,1996,1992,1996
"FR_METEOFRANCE","St_christol","5.48900","44.03767","836",2006,2014,1970,2019
"FR_METEOFRANCE","St_christophe_38375001","6.18617","44.94067","1570",1963,2019,1964,2019
"FR_METEOFRANCE","St_christophe_38375400","6.18633","44.94133","1570",1994,2019,1983,2019
"FR_METEOFRANCE","St_colomban_des_villards","6.22533","45.28917","1085",1985,2015,1985,2015
"FR_METEOFRANCE","St_crepin","6.60000","44.70267","906",NULL,NULL,2009,2009
"FR_METEOFRANCE","St_dalmas_le_se","6.85000","44.28333","1500",1990,1999,1990,1999
"FR_METEOFRANCE","St_etienne_en_devoluy","5.93600","44.68733","1281",1974,2019,1973,2019
"FR_METEOFRANCE","St_francois_long","6.35800","45.41733","1594",1994,2019,1988,2019
"FR_METEOFRANCE","St_hilaire","5.88333","45.30500","970",1994,2018,1983,2018
"FR_METEOFRANCE","St_hilaire_nivose","5.85817","45.30833","1756",NULL,NULL,1982,2019
"FR_METEOFRANCE","St_jean_d_arves","6.28400","45.18750","1285",1992,2014,1992,2014
"FR_METEOFRANCE","St_jean_de_belleville","6.47650","45.42333","1050",1959,2019,1959,2018
"FR_METEOFRANCE","St_jean_de_maur","6.33333","45.26667","610",NULL,NULL,1996,1999
"FR_METEOFRANCE","St_jean_st_nicolas","6.20583","44.66917","1210",NULL,NULL,2016,2019
"FR_METEOFRANCE","St_martin_de_belleville","6.50783","45.36850","1500",1959,2019,1959,2019
"FR_METEOFRANCE","St_martin_de_vesubie_obs","7.25250","44.07117","994",1990,2019,1990,2019
"FR_METEOFRANCE","St_michel_de_maurienne","6.48833","45.22083","1360",1959,2019,1959,2019
"FR_METEOFRANCE","St_pal_en_chal_meallet","3.95983","45.34017","960",2014,2019,2014,2019
"FR_METEOFRANCE","St_paul","6.83933","44.58917","1908",1960,2018,1961,2018
"FR_METEOFRANCE","St_pierre_de_ch","5.81667","45.33933","895",NULL,NULL,1996,1999
"FR_METEOFRANCE","St_pierre_de_chartreuse","5.84117","45.34033","1700",1995,2019,1986,2019
"FR_METEOFRANCE","St_sorlin_d_arves_73280001","6.21700","45.21833","1650",1992,2019,1992,2019
"FR_METEOFRANCE","St_sorlin_d_arves_73280402","6.20150","45.21700","2090",2017,2019,2017,2019
"FR_METEOFRANCE","St_veran","6.86833","44.69317","2039",1968,2019,1968,2019
"FR_METEOFRANCE","St_veran_rm","6.86733","44.70317","2140",1979,2019,1979,2019
"FR_METEOFRANCE","Ste_foy_station","6.89050","45.57333","1524",2004,2019,2004,2019
"FR_METEOFRANCE","Ste_foy_tarentaise","6.88550","45.60117","1230",1959,2019,1959,2019
"FR_METEOFRANCE","Super_devoluy","5.90400","44.65933","1915",2001,2019,2001,2019
"FR_METEOFRANCE","Tallard","6.03333","44.45133","593",1992,2019,1992,2019
"FR_METEOFRANCE","Tende_casterino","7.50217","44.08850","1554",1990,2007,1990,2007
"FR_METEOFRANCE","Termignon_clim","6.80867","45.27150","1280",1990,2019,1990,2019
"FR_METEOFRANCE","Tignes","6.90500","45.46767","2080",1994,2019,1970,2019
"FR_METEOFRANCE","Tignes_brevieres","6.91900","45.50467","1570",2006,2015,2006,2015
"FR_METEOFRANCE","Tignes_sapc","6.90433","45.46683","2084",NULL,NULL,2015,2019
"FR_METEOFRANCE","Toulon","5.90033","43.10950","2",1963,2015,1960,2015
"FR_METEOFRANCE","Trevignin","5.97300","45.70417","730",1992,2019,1992,2019
"FR_METEOFRANCE","Uvernet_fours","6.68917","44.31817","1660",1985,2019,2002,2017
"FR_METEOFRANCE","Vacheresse_auxi","6.67067","46.30917","790",2001,2019,2001,2019
"FR_METEOFRANCE","Val_casterino","7.50350","44.09183","1554",1994,2019,1989,2019
"FR_METEOFRANCE","Val_cenis_la_berche_","6.92000","45.27117","2101",1994,2019,1994,2019
"FR_METEOFRANCE","Val_d_isere","6.97350","45.44017","1850",1992,2012,1992,2012
"FR_METEOFRANCE","Val_d_isere_jos","6.97350","45.44017","1850",NULL,NULL,1996,1999
"FR_METEOFRANCE","Val_d_isere_joseray","6.97350","45.44033","1854",1974,2019,1971,2019
"FR_METEOFRANCE","Val_frejus","6.65883","45.15350","2208",1994,2019,1983,2019
"FR_METEOFRANCE","Val_thorens","6.57617","45.29000","2283",2003,2018,2003,2018
"FR_METEOFRANCE","Valberg","6.93817","44.08550","1630",1979,2019,1971,2019
"FR_METEOFRANCE","Valderoure","6.73400","43.78867","1105",NULL,NULL,1991,1991
"FR_METEOFRANCE","Valjouffrey","6.01767","44.87467","980",1959,2014,1959,2014
"FR_METEOFRANCE","Valloire","6.45917","45.15783","2295",2003,2019,2003,2019
"FR_METEOFRANCE","Valloire_forest","6.42650","45.17050","1460",1973,2014,1973,2014
"FR_METEOFRANCE","Vallompierre","6.26867","44.80000","2560",NULL,NULL,1983,1988
"FR_METEOFRANCE","Vallorcine","6.92300","46.02450","1300",1993,2019,1993,2019
"FR_METEOFRANCE","Valmeinier","6.48967","45.17233","1788",1994,2019,1983,2019
"FR_METEOFRANCE","Valmorel","6.44050","45.45717","1350",1994,2019,1985,2019
"FR_METEOFRANCE","Vaujany","6.04167","45.14283","772",1980,2001,1980,2019
"FR_METEOFRANCE","Vaujany_nivo","6.09200","45.15533","1720",1994,2019,1990,2019
"FR_METEOFRANCE","Villar_d_arene","6.35700","45.02517","1665",NULL,NULL,2015,2019
"FR_METEOFRANCE","Villar_loubiere","6.14100","44.82283","1072",1992,2019,1992,2019
"FR_METEOFRANCE","Villar_st_pancrace","6.63750","44.87483","1310",2003,2016,2003,2019
"FR_METEOFRANCE","Villard_bois_barbu_38548403","5.53850","45.06950","1018",1994,2017,1986,2017
"FR_METEOFRANCE","Villard_cote_2000","5.56733","45.02133","1710",1994,2019,1985,2019
"FR_METEOFRANCE","Villard_de_lans_38548001","5.55667","45.07383","1027",1959,2017,1959,2019
